id,album,release_date,n_tracks_original,id_track,track,lyrics,n_tracks,notes
3,ABBA by ABBA,1975-04-21,11,1,Mamma Mia,"I've been cheated by you since I don't know when
So I made up my mind: it must come to an end
Look at me now, will I ever learn?
I don't know how, but I suddenly lose control
There's a fire within my soul

Just one look and I can hear a bell ring
One more look and I forget everything, whoa

Mamma mia, here I go again
My my, how can I resist you?
Mamma mia, does it show again?
My my, just how much I've missed you
Yes, I've been broken-hearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go

I've been angry and sad about things that you do
I can't count all the times that I've told you we're through
And when you go, when you slam the door
I think you know that you won't be away too long
You know that I'm not that strong
Just one look and I can hear a bell ring
One more look and I forget everything, whoa

Mamma mia, here I go again
My my, how can I resist you?
Mamma mia, does it show again
My my, just how much I've missed you?
Yes, I've been broken-hearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, even if I say
""Bye-bye"", leave me now or never
Mamma mia, it's a game we play
""Bye-bye"" doesn't mean forever
Mamma mia, here I go again
My my, how can I resist you?
Mamma mia, does it show again
My my, just how much I've missed you?
Yes, I've been broken-hearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go16EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,2,"Hey, Hey Helen","So at last, you're free
It's the way you wanted it to be
And the price you paid
To become a woman of today

Is it worth the pain to see the children cry?
Does it hurt when they ask for Daddy?

Hey, hey Helen
Now you live on your own
Hey, hey Helen
Can you make it alone? (Yes, you can)

So you're free at last (I am a woman)
And beginning to forget the past (Like a woman)
Does it make you sad (Do you know me?)
When you think about the life you ha-ha-had?

But you're right, you had to take a second chance
So you fight to find your freedom
Hey, hey Helen
Now you live on your own
Hey, hey Helen
Can you make it alone?
Hey, hey Helen (Hey, hey Helen)
What's the matter with you?
Hey, hey Helen (Hey, hey Helen)
Don't you know what to do? (Yes, you do)

Aha, yes you do, yes you do
Aha, yes you do, yes you do

Hey, hey Helen
Now you live on your own
Hey, hey Helen
Can you make it alone?
Hey, hey Helen (Hey, hey Helen)
What's the matter with you?
Hey, hey Helen (Hey, hey Helen)
Don't you know what to do?
Hey, hey Helen (Hey, hey Helen)
Now you live on your own
Hey, hey Helen (Hey, hey Helen)
Can you make it alone?EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,3,Tropical Loveland,"Come to my loveland, wander along
Beautiful gardens full of flowers and songs
Come to the sunshine, beaches and sand
Listen to bluebirds, won't you come to my land?

The grass is mellow and the sky is blue
My paradise is waiting here for you

Ooh, it's a tropical loveland
Ooh, I wanna share it with you
Life can be funny, happy and sunny
Ooh, in my tropical loveland

Come to my loveland, wander with me
(To my loveland, to my loveland)
Lie with me darling in the shade of a tree
Over the rainbow, under the moon
(To my loveland, to my loveland)
That's where my land is, won't you come to me soon?

Just take my hand, I'll show you everything
The secrets that my paradise can bring
Ooh, it's a tropical loveland
Ooh, I wanna share it with you
Life can be funny, happy and sunny
Ooh, in my tropical loveland

Ooh, it's a tropical loveland
Ooh, I wanna share it with you (Ooh, I wanna share it with you)
Ooh, it's a tropical loveland
Ooh, I wanna share it with you (Ooh, I wanna share it with you)
Ooh, it's a tropical loveland
Ooh, I wanna share it with you
Ooh, it's a tropical loveland
Ooh, I wanna share it with you (Share it with you...)EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,4,S.O.S.,"Where are those happy days? They seem so hard to find
I tried to reach for you, but you have closed your mind
Whatever happened to our love? I wish I understood
It used to be so nice, it used to be so good

So when you're near me, darling, can't you hear me? S.O.S
The love you gave me, nothing else can save me, S.O.S
When you're gone, how can I even try to go on?
When you're gone, though I try, how can I carry on?

You seem so far away though you are standing near
You made me feel alive, but something died I fear
I really tried to make it out, I wish I understood
What happened to our love? It used to be so good

So when you're near me, darling, can't you hear me? S.O.S
The love you gave me, nothing else can save me, S.O.S
When you're gone, how can I even try to go on?
When you're gone, though I try, how can I carry on?

So when you're near me, darling, can't you hear me? S.O.S
And the love you gave me, nothing else can save me, S.O.S
When you're gone, how can I even try to go on?
When you're gone, though I try, how can I carry on?

When you're gone, how can I even try to go on?
When you're gone, though I try, how can I carry on?8EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,5,Man in the Middle,"Did you see that man in the limousine?
With the pretty girl, he is fifty and the girl's only seventeen
But she doesn't care, and she never will
If he's ninety-five she don't give a damn
Just as long as he pays the bill

Did you see that man with a fat cigar?
He just left his lunch with a belly full of lobster and caviar
He can choose the wine from a vintage year
He will drink champagne in his limousine
While the rest of us drink a beer

'Cause he's the man in the middle, never second fiddle
Just like a spider in a cobweb
Hard as a hammer, not the kind of boss
You double-cross
'Cause he's the man in the middle, knows the way to diddle
He's never bothered by his conscience
Deals with the Devil 'cause he wants to be
Man in the middle, the middle, the middle

In the middle, in the middle, in the middle...
But you see that man made a big mistake
Even though he's got all his servants and a mansion beside a lake
And the money too, all that he can spend
He can buy the most, nearly anything
But he can't buy an honest friend

'Cause he's the man in the middle, never second fiddle
Just like a spider in a cobweb
Hard as a hammer, not the kind of boss
You double-cross
'Cause he's the man in the middle, knows the way to diddle
He's never bothered by his conscience
Deals with the Devil 'cause he wants to be
Man in the middle, the middle, the middle

In the middle, in the middle, in the middle...EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,6,Bang-a-Boomerang,"Making somebody happy is a question of give and take
You can learn how to show it so come on, give yourself a break
Every smile and every little touch
Don't you know that they mean so much?
Sweet, sweet kisses so tender
Always will return to sender

Like a bang, a boome-boomerang
Dum-de-dum-dum de-dum-de-dum-dum
Oh bang, a boome-boomerang
Love is a tune you hum-de-hum-hum
By giving away, I think you'll learn
You'll get love in return
So bang, a boome-boomerang is love
A boome-boomerang is love

Love is always around and you can look for it anywhere
When you feel that you've found it my advice is to take good care
Never use it as a selfish tool
Never ever be such a fool
Every feeling you're showing
Is a boomerang you're throwing
Yes a bang, a boome-boomerang
Dum-de-dum-dum de-dum-de-dum-dum
Oh bang, a boome-boomerang
Love is a tune you hum-de-hum-hum
By giving away, I think you'll learn
You'll get love in return
So bang, a boome-boomerang is love

And if you're warm and tender
I'll kiss you, return to sender, please surrender

Bang, a boome-boomerang
Dum-de-dum-dum de-dum-de-dum-dum
Oh bang, a boome-boomerang is love
A boome-boomerang is loveEmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,7,"I Do, I Do, I Do, I Do, I Do","Love me or leave me, make your choice but believe me
I love you, I do, I do, I do, I do, I do
I can't conceal it, don't you see, can't you feel it?
Don't you too? I do, I do, I do, I do, I do

Oh, I've been dreaming through my lonely past
Now I just made it, I found you at last

So come on, now let's try it, I love you, can't deny it
'Cause it's true, I do, I do, I do, I do, I do


Oh, no hard feelings between you and me
If we can't make it, but just wait and see

So come on, now let's try it, I love you, can't deny it
'Cause it's true, I do, I do, I do, I do, I do
So love me or leave me, make your choice but believe me
I love you, I do, I do, I do, I do, I do
I can't conceal it, don't you see, can't you feel it?
Don't you too? I do, I do, I do, I do, I do5EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,8,Rock Me,"Rock me, give me that kick now
Rock me, show me that trick now
Roll me, you can do magic
Baby, and I can't get enough of it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing it, now

Don't stop the rocking
Don't stop the rocking
I said don't stop the rocking

Wanna be, wanna be in my baby's arms
Gonna be, gonna be
Nice and gentle if you want me to
Just as long as I'm in love with you
Yours forever, honey, that's what I
Wanna be, wanna be, wanna be, yeah

Rock me, give me that kick now
Rock me, show me that trick now
Roll me, you can do magic
Baby, and I can't get enough of it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing it, now
Don't stop the rocking
Don't stop the rocking
I said don't stop the rocking

Wanna be, wanna be with the one that I love, love, love
Gonna be, gonna be
With you baby every single night
I can teach you how to rock all right
Your sweet lover, honey, that's what I
Wanna be, wanna be, wanna be, yeah

Rock me, give me that kick now
Rock me, show me that trick now
Roll me, you can do magic
Baby, and I can't get enough of it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing it
Rock me, give me that kick now
Roll me, show me that trick now
Baby, so don't stop doing it, don't stop doing it
Rock me, give me that feeling
Roll me, rocking and reeling
Baby, so don't stop doing it, don't stop doing itEmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,9,I’ve Been Waiting for You,"I, I've been in love before
I thought I would no more
Manage to hit the ceiling
Still, strange as it seems to me
You brought it back to me
That old feeling

I, I don't know what you do
You make me think that you
Possibly could release me
I think you'll be able to
Make all my dreams come true
And you ease me

You thrill me, you delight me
You please me, you excite me
You're something I'd been pleading for
I love you, I adore you
I've laid my life before you
I'll have you want me more and more
And finally it seems my lonely days are through
I've been waiting for you
I, I'm gonna make you mine
You're gonna feel so fine
You'll never want to leave me
I feel you belong to me
Someday you will agree
Please, believe me

You thrill me, you delight me
You please me, you excite me
You're something I'd been pleading for
I love you, I adore you
I've laid my life before you
I'll have you want me more and more
And finally it seems my lonely days are through
I've been waiting for you
Oh, I've been waiting for you

Na na na, na na na, na-na na
Na na na, na na na, na-na na
Na na na, na na na, na-na na-na
Na na na, na na na, na-na na
Na na na, na na na, na-na na
Na na na, na na na, na-na na-na
Na na na, na na na, na-na na
Na na na, na na na, na-na na
Na na na, na na na, na-na na-na
Na na na, na na na, na-na na
Na na na, na na na, na-na na
Na na na, na na na, na-na na-na1EmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,10,So Long,"You think you're gonna make me softer with your fancy car
Ah-ha-ha
But I can tell you all your tricks ain't gonna get you far
Ah-ha-ha
They say that money's got a magic touch
But not to me, it doesn't mean that much
You won't have me tonight
Alright, alright, alright, alright

So long, see you, honey
You can't buy me with your money
Tracey, Daisy, they may be crazy
But I'll never be your girl
So long, see you honey
You can't buy me with your money
You know it's not worth trying
So long, so long, so long

You didn't have to send me flowers like you did today
Ah-ha-ha
I wouldn't keep a thing from you, I gave them all away
Ah-ha-ha
The girls might fall for everything you've got
But I'm not one of them, you know I'm not
You won't have me tonight
Alright, alright, alright, alright
So long, see you, honey
You can't buy me with your money
Tracey, Daisy, they may be crazy
But I'll never be your girl
So long, see you honey
You can't buy me with your money
You know it's not worth trying
So long, so long, so long


So long, see you, honey
You can't buy me with your money
You know it's not worth crying
So long, so long, so long
So long, so long, so long
So long, so long, so longEmbedShare URLCopyEmbedCopy",12,
3,ABBA by ABBA,1975-04-21,11,11,Crazy World,"I was up with the morning sun
Couldn't sleep so I thought I'd take a walk
I was thinking of you and me
And I went to your house 'cause I had to talk
I could hardly believe my eyes
When I saw this guy closing your front door
Had a feeling of emptiness
Like I've never had before

And I close my eyes
Will you leave me, girl?
Then I realised
It's a crazy world

As he disappeared in his car
I was stunned and I didn't know what to do
Everything I had ever been
Everything in my life's a part of you
And I just couldn't move my feet
So I stood on the pavement as you came out
You acted as you didn't know
What it was all about
And I close my eyes
Will you leave me, girl?
Then I realised
It's a crazy world

Baby, how could you do it?
You just told me lies
And you meet behind my back with other guys
Baby, how could you tell me
There was only me?
I was stupid to believe you, I was blind but now I see

Then you smiled and you took my hand
""There is something,"" you said, ""that you may not know
There's a couple of men in my life
And one of them is my brother Joe
He's been gone for a long, long time
But he's back and I think he's going to stay
You'll be seeing a lot of him
He's so nice in every way""

And I close my eyes
Never leave me, girl
Then I realised
It's a crazy world
So I close my eyes
Never leave me, girl
Then I realised
It's a crazy world
So I close my eyes
Never leave me, girl
Then I realised...EmbedShare URLCopyEmbedCopy",13,2001 CD edition bonus tracks
3,ABBA by ABBA,1975-04-21,11,12,Pick a Bale of Cotton / On Top of Old Smoky / Midnight Special [Medley],"Pick a Bale of Cotton

Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day
Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day

Oh Lordy, pick a bale of cotton
Oh Lordy, pick a bale a day
Oh Lordy, pick a bale of cotton
Oh Lordy, pick a bale a day

I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day
I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day

Oh Lordy, pick a bale of cotton
Oh Lordy, pick a bale a day
Oh Lordy, pick a bale of cotton
Oh Lordy, pick a bale a day
On Top of Old Smoky

On top of Old Smokey, all covered with snow
I lost my true lover by courting so slow
For courting's a pleasure and parting is grief
And a false-hearted lover is worse than a thief
On top of Old Smokey, all covered with snow
I lost my true lover by courting so slow
Midnight Special

Well, you wake up in the morning
Hear the ding-dong ring
You go marching to the table
See the same old thing
See the fork on the table
Nothing in your pan
If you say a thing about it
You're in trouble with the man

Let the midnight special
Shine a light on me
Let the midnight special
Shine its ever-loving light on me
If you ever go to Houston
Well, you'd better act right
And you'd better not gamble
And you'd better not fight
For the sheriff will arrest you
And he'll take you down
And before you understand it
You are prison bound

Let the midnight special
Shine a light on me
Let the midnight special
Shine its ever-loving light on me, on me, on me
Let the midnight special
Shine a light on me
Let the midnight special
Shine its ever-loving light on me, on me, on me
Let the midnight special
Shine a light on me
Let the midnight special
Shine its ever-loving light on me, on me, on me
Let the midnight special
Shine a light on me
Let the midnight special
Shine its ever-loving light on meEmbedShare URLCopyEmbedCopy",13,2001 CD edition bonus tracks
4,Arrival by ABBA,1976-10-11,10,1,When I Kissed the Teacher,"Everybody screamed
When I kissed the teacher
And they must have thought they dreamed
When I kissed the teacher
All my friends at school
They had never seen the teacher blush, he looked like a fool
Nearly petrified 'cause he was

Taken by surprise (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
Couldn't quite believe his eyes (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
My whole class went wild
As I held my breath the world stood still, but then he just smiled
I was in the seventh heaven
When I kissed the teacher

One of these days
Gonna tell him I dream of him every night
One of these days
Gonna show him I care, gonna teach him a lesson alright

I was in a trance (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
Suddenly I took the chance (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
Leaning over me
He was trying to explain the laws of geometry
And I couldn't help it
I just had to kiss the teacher
One of these days
Gonna tell him I dream of him every night
One of these days
Gonna show him I care, gonna teach him a lesson alright

What a crazy day (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
All my sense had flown away (Hug, hug him, I wanna kiss him)
When I kissed the teacher (Hug, hug him, I wanna kiss him)
My whole class went wild
As I held my breath, the world stood still, but then he just smiled
I was in the seventh heaven
When I kissed the teacher

(I wanna hug, hug, hug him) When I kissed the teacher
(I wanna hug, hug him) When I kissed the teacher
(I wanna hug, hug, hug him) When I kissed the teacher
(I wanna hug, hug him) When I kissed the teacher
(I wanna hug...)3EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,2,Dancing Queen,"You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

Friday night and the lights are low
Looking out for a place to go
Where they play the right music, getting in the swing
You come to look for a king
Anybody could be that guy
Night is young and the music's high
With a bit of rock music, everything is fine
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh yeah
You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen
You're a teaser, you turn 'em on
Leave 'em burning and then you're gone
Looking out for another, anyone will do
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh yeah
You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

Digging the dancing queen43EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,3,"My Love, My Life","I've seen it on your face
Tells me more than any worn-out old phrase
So now we'll go separate ways
Never again we two
Never again, nothing I can do

Like an image passing by
My love, my life
In the mirror of your eyes
My love, my life
I can see it all so clearly (See it all so clearly)
Answer me sincerely (Answer me sincerely)
Was it a dream, a lie?
Like reflections of your mind
My love, my life
Are the words you try to find
My love, my life
But I know I don't possess you
So go away, God bless you
You are still my love and my life
Still my one and only

I've watched you look away
Tell me, is it really so hard to say?
Oh, this has been my longest day
Sitting here close to you
Knowing that maybe tonight we're through
Like an image passing by
My love, my life
In the mirror of your eyes
My love, my life
I can see it all so clearly (See it all so clearly)
Answer me sincerely (Answer me sincerely)
Was it a dream, a lie?
Like reflections of your mind
My love, my life
Are the words you try to find
My love, my life
But I know I don't possess you
So go away, God bless you
You are still my love and my life
Yes I know I don't possess you
So go away, God bless you
You are still my love and my life
Still my one and only3EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,4,Dum Dum Diddle,"I can hear how you work, practising hard
Playing night and day, woah woah
And it sounds better now
Yes, you improve every time you play, woah woah

But it's bad
You're so sad
And you're only smiling
When you play your violin

Dum dum diddle, to be your fiddle
To be so near you and not just hear you
Dum dum diddle, to be your fiddle
I think then maybe you'd see me, baby

You'd be mine
And we'd be together all the time
Wish I was, dum dum diddle, your darling fiddle

But I think you don't know that I exist
I'm the quiet kind, woah woah
From the day when I first listened to you
You've been on my mind, woah woah
You don't care
It's not fair
And you're only smiling
When you play your violin

Dum dum diddle, to be your fiddle
To be so near you and not just hear you
Dum dum diddle, to be your fiddle
I think then maybe you'd see me, baby

You'd be mine
And we'd be together all the time

Dum dum diddle, to be your fiddle
To be so near you and not just hear you
Dum dum diddle, to be your fiddle
I think then maybe you'd see me, baby

You'd be mine
And we'd be together all the time
Wish I was, dum dum diddle, your darling fiddle3EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,5,"Knowing Me, Knowing You","No more carefree laughter
Silence ever after
Walking through an empty house, tears in my eyes
Here is where the story ends, this is goodbye

Knowing me, knowing you, aha
There is nothing we can do
Knowing me, knowing you, aha
We just have to face it, this time we're through
(This time we're through, this time we're really through)
(This time we're through, we're really through)
Breaking up is never easy, I know, but I have to go
(I have to go, this time I have to go, this time I know)
Knowing me, knowing you, it's the best I can do

Memories, good days, bad days (Memories, good days, bad days)
They'll be with me always (They'll be with me always)
In these old familiar rooms, children would play
Now there's only emptiness, nothing to say

Knowing me, knowing you, aha
There is nothing we can do
Knowing me, knowing you, aha
We just have to face it, this time we're through
(This time we're through, this time we're really through)
(This time we're through, we're really through)
Breaking up is never easy, I know, but I have to go
(I have to go, this time I have to go, this time I know)
Knowing me, knowing you, it's the best I can do

Knowing me, knowing you, aha
There is nothing we can do
Knowing me, knowing you, aha
We just have to face it, this time we're through
(This time we're through, this time we're really through)
(This time we're through, we're really through)
Breaking up is never easy, I know, but I have to go
(I have to go, this time I have to go, this time I know)
Knowing me, knowing you, it's the best I can do6EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,6,"Money, Money, Money","I work all night, I work all day, to pay the bills I have to pay
Ain't it sad?
And still, there never seems to be a single penny left for me
That's too bad

In my dreams, I have a plan
If I got me a wealthy man
I wouldn't have to work at all
I'd fool around and have a ball

Money, money, money
Must be funny
In the rich man's world
Money, money, money
Always sunny
In the rich man's world
A-ha, ah
All the things I could do
If I had a little money
It's a rich man's world

A man like that is hard to find, but I can't get him off my mind
Ain't it sad?
And if he happens to be free, I bet he wouldn't fancy me
That's too bad
So I must leave, I'll have to go
To Las Vegas or Monaco
And win a fortune in a game
My life will never be the same

Money, money, money
Must be funny
In the rich man's world
Money, money, money
Always sunny
In the rich man's world
A-ha, ah
All the things I could do
If I had a little money
It's a rich man's world

Money, money, money
Must be funny
In the rich man's world
Money, money, money
Always sunny
In the rich man's world
A-ha, ah
All the things I could do
If I had a little money
It's a rich man's world
It's a rich man's world14EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,7,That’s Me,"Are you sure you wanna hear more?
What if I ain't worth the while
Not the style you'd be looking for?
If I'm sweet tonight
Things look different in the morning light
I'm jealous and I'm proud
If you hurt my feelings I'll cry out loud
I'm Carrie, not-the-kind-of-girl-you'd-marry
That's me

Are you sure you wanna hear more?
Would I be the one you seek
Mild and meek like the girl next door?
Don't you realise
I may be an angel in disguise
It's lonely to be free
But I'm not a man's toy, I'll never be
I'm Carrie, not-the-kind-of-girl-you'd-marry
That's me

I don't believe in fairy tales
Sweet nothings in my ear
But I do believe in sympathy
That's me, you see
Are you sure you wanna hear more?
Won't you have a drink with me
Just to see you're not really sore?
I can't help my ways
I'm just not the girl to hide my face
I'm Carrie, not-the-kind-of-girl-you'd-marry
That's me, mhm
I'm Carrie, not-the-kind-of-girl-you'd-marry
That's me


There's a special love
Like an eagle flying with a dove
I'll find it in the end
If I keep on searching, but until then
I'm Carrie, not-the-kind-of-girl-you'd-marry
That's me1EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,8,Why Did It Have to Be Me?,"When you were lonely, you needed a man
Someone to lean on, well I understand
It's only natural, but why did it have to be me?
Nights can be empty, nights can be cold
So you were looking for someone to hold
That's only natural, but why did it have to be me?

I was so lonesome, I was blue
I couldn't help it, it had to be you and I
Always thought you knew the reason why
I only wanted a little love affair
Now I can see you are beginning to care
But baby, believe me
It's better to forget me

Men are the toys in the game that you play
When you get tired, you throw 'em away
That's only natural, but why did it have to be me?
Falling in love with a woman like you
Happens so quickly, there's nothing to do
It's only natural, but why did it have to be me?

I was so lonesome, I was blue
I couldn't help it, it had to be you and I
Always thought you knew the reason why
I only wanted a little love affair
Now I can see you are beginning to care
But baby, believe me
It's better to forget me1EmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,9,Tiger,"The city is a jungle, you'd better take care
Never walk alone after midnight
If you don't believe me, you'd better beware
Of me

I am behind you, I always find you
I am the tiger
People who fear me never come near me
I am the tiger

The city is a nightmare, a horrible dream
Some of us will dream it forever
Look around the corner, and try not to scream
It's me

I am behind you, I always find you
I am the tiger
People who fear me never come near me
I am the tiger

Yellow eyes are glowing like the neon lights
Yellow eyes, the spotlights of the city nights
I am behind you, I always find you
I am the tiger
People who fear me never come near me
I am the tiger

The city is a prison, you'll never escape
You're forever trapped in the alleys
Look into the shadows, and you'll see the shape
Of me

I am behind you, I always find you
I am the tiger
People who fear me never come near me
I am the tiger

Yellow eyes are glowing like the neon lights
Yellow eyes, the spotlights of the city nights

I am behind you, I always find you
I am the tiger
People who fear me never come near me
I am the tiger
And if I meet you, what if I eat you?
I am the tiger
I am behind you, I always find you
I am the tiger, tiger, tigerEmbedShare URLCopyEmbedCopy",11,
4,Arrival by ABBA,1976-10-11,10,10,Fernando,"Can you hear the drums, Fernando?
I remember, long ago, another starry night like this
In the firelight, Fernando
You were humming to yourself and softly strumming your guitar
I could hear the distant drums and sounds of bugle calls were coming from afar

They were closer now, Fernando
Every hour, every minute seemed to last eternally
I was so afraid, Fernando
We were young and full of life and none of us prepared to die
And I'm not ashamed to say the roar of guns and cannons almost made me cry

There was something in the air that night
The stars were bright, Fernando
They were shining there for you and me
For liberty, Fernando
Though we never thought that we could lose
There's no regret
If I had to do the same again
I would, my friend, Fernando
If I had to do the same again
I would, my friend, Fernando
Now we're old and grey, Fernando
Since many years I haven't seen a rifle in your hand
Can you hear the drums, Fernando?
Do you still recall the fateful night we crossed the Rio Grande?
I can see it in your eyes, how proud you were to fight for freedom in this land

There was something in the air that night
The stars were bright, Fernando
They were shining there for you and me
For liberty, Fernando
Though I never thought that we could lose
There's no regret
If I had to do the same again
I would, my friend, Fernando
There was something in the air that night
The stars were bright, Fernando
They were shining there for you and me
For liberty, Fernando
Though I never thought that we could lose
There's no regret
If I had to do the same again
I would, my friend, Fernando
Yes, if I had to do the same again
I would, my friend, Fernando
If I had to do the same again
I would, my friend, Fernando10EmbedShare URLCopyEmbedCopy",11,1997 CD edition bonus track
4,Arrival by ABBA,1976-10-11,10,11,Happy Hawaii,"Early this morning I drove in the rain
Out to the airport to get on the plane
Hey Honolulu, I'm going to happy Hawaii
Alice has been there, she said it was fun
Swimming and surfing, enjoying the sun
Hey Honolulu, I'm going to happy Hawaii

After all I've had to go through
I'm making no plans (Making no plans, ooh)
But I, but I believe love gives me a second chance

Guess I've been working a little too hard
Need a vacation, I'll send you a card
From Honolulu, a greeting from happy Hawaii


It's so exciting, why should I pretend?
In a few hours, the plane will descend
Hey Honolulu, I'm going to happy Hawaii
I can imagine the beach and the sand
Walking with someone and holding his hand
Hey Honolulu, I'm going to happy Hawaii
After all I've had to go through
I'm making no plans (Making no plans, ooh)
But I, but I believe love gives me a second chance, mmm

I've got a feeling the dream will come true
Somebody's waiting and I'll forget you
Hey Honolulu, I'm going to happy Hawaii1EmbedShare URLCopyEmbedCopy",11,2001 CD edition bonus tracks
5,ABBA: The Album by ABBA,1977-12-12,9,1,Eagle,"They came flying from far away
Now I'm under their spell
I love hearing the stories that they tell

They've seen places beyond my land
And they've found new horizons
They speak strangely but I understand

And I dream I'm an eagle
And I dream I can spread my wings

Flying high, high
I'm a bird in the sky
I'm an eagle that rides on the breeze
High, high
What a feeling to fly
Over mountains and forests and seas
And to go anywhere that I please

As all good friends we talk all night
And we fly wing to wing
I have questions and they know everything
There's no limit to what I feel
We climb higher and higher
Am I dreaming or is it all real?

Is it true I'm an eagle?
Is it true I can spread my wings?

Flying high, high
I'm a bird in the sky
I'm an eagle that rides on the breeze
High, high
What a feeling to fly
Over mountains and forests and seas
And to go anywhere that I please


And I dream I'm an eagle
And I dream I can spread my wings

Flying high, high
I'm a bird in the sky
I'm an eagle that rides on the breeze
High, high
What a feeling to fly
Over mountains and forests and seas
And to go anywhere that I please
Flying high, high
I'm a bird in the sky
I'm an eagle that rides on the breeze
High, high
What a feeling to fly
Over mountains and forests and seas
And to go anywhere that I please2EmbedShare URLCopyEmbedCopy",9,
